Strategy,Cumulative_Return,Volatility,Sharpe_Ratio,Max_Drawdown
Equal_Weight,4.499618925590756,0.12829141167844169,0.8140229534543215,-0.3423689466594383
Mean_Variance,2.2904193088204754,0.025318245299467485,2.6673547771379904,-0.03858191246576059
PPO,8.79529210098921,0.12794925374836594,1.0705145775397198,-0.2250540169942048
